Datum,Type,Aantal
2020-04-14,Overleden,127
2020-04-15,Totaal,1105
2020-04-15,Ziekenhuisopname,154
2020-04-15,Overleden,119
2020-04-16,Totaal,1162
2020-04-16,Ziekenhuisopname,115
2020-04-16,Overleden,126
2020-04-17,Totaal,1268
2020-04-17,Ziekenhuisopname,122
2020-04-17,Overleden,117
2020-04-18,Totaal,991
2020-04-18,Ziekenhuisopname,103
2020-04-18,Overleden,115
2020-04-19,Totaal,617
2020-04-19,Ziekenhuisopname,59
2020-04-19,Overleden,108
2020-04-20,Totaal,591
2020-04-20,Ziekenhuisopname,82
2020-04-20,Overleden,90
2020-04-21,Totaal,709
2020-04-21,Ziekenhuisopname,90
2020-04-21,Overleden,121
2020-04-22,Totaal,976
2020-04-22,Ziekenhuisopname,72
2020-04-22,Overleden,110
2020-04-23,Totaal,800
2020-04-23,Ziekenhuisopname,91
2020-04-23,Overleden,95
2020-04-24,Totaal,661
2020-04-24,Ziekenhuisopname,69
2020-04-24,Overleden,87
2020-04-25,Totaal,572
2020-04-25,Ziekenhuisopname,50
2020-04-25,Overleden,68
2020-04-26,Totaal,379
2020-04-26,Ziekenhuisopname,36
2020-04-26,Overleden,69
2020-04-27,Totaal,168
2020-04-27,Ziekenhuisopname,28
2020-04-27,Overleden,66
2020-04-28,Totaal,395
2020-04-28,Ziekenhuisopname,49
2020-04-28,Overleden,63
2020-04-29,Totaal,446
2020-04-29,Ziekenhuisopname,55
2020-04-29,Overleden,46
2020-04-30,Totaal,488
2020-04-30,Ziekenhuisopname,37
2020-04-30,Overleden,54
2020-05-01,Totaal,411
2020-05-01,Ziekenhuisopname,31
2020-05-01,Overleden,17
2020-05-02,Totaal,24
2020-05-02,Ziekenhuisopname,0
2020-05-02,Overleden,3
