Datum,Type,Aantal
2020-11-25,Totaal,4943.0
2020-11-25,Ziekenhuisopname,
2020-11-25,Overleden,55.0
2020-11-26,Totaal,5670.0
2020-11-26,Ziekenhuisopname,
2020-11-26,Overleden,54.0
2020-11-27,Totaal,4636.0
2020-11-27,Ziekenhuisopname,
2020-11-27,Overleden,49.0
2020-11-28,Totaal,4947.0
2020-11-28,Ziekenhuisopname,
2020-11-28,Overleden,38.0
2020-11-29,Totaal,3917.0
2020-11-29,Ziekenhuisopname,
2020-11-29,Overleden,48.0
2020-11-30,Totaal,4346.0
2020-11-30,Ziekenhuisopname,
2020-11-30,Overleden,52.0
2020-12-01,Totaal,5464.0
2020-12-01,Ziekenhuisopname,
2020-12-01,Overleden,53.0
2020-12-02,Totaal,6057.0
2020-12-02,Ziekenhuisopname,
2020-12-02,Overleden,52.0
2020-12-03,Totaal,6347.0
2020-12-03,Ziekenhuisopname,
2020-12-03,Overleden,25.0
2020-12-04,Totaal,7154.0
2020-12-04,Ziekenhuisopname,
2020-12-04,Overleden,43.0
2020-12-05,Totaal,6566.0
2020-12-05,Ziekenhuisopname,
2020-12-05,Overleden,43.0
2020-12-06,Totaal,6143.0
2020-12-06,Ziekenhuisopname,
2020-12-06,Overleden,45.0
2020-12-07,Totaal,6673.0
2020-12-07,Ziekenhuisopname,
2020-12-07,Overleden,46.0
2020-12-08,Totaal,7532.0
2020-12-08,Ziekenhuisopname,
2020-12-08,Overleden,57.0
2020-12-09,Totaal,8669.0
2020-12-09,Ziekenhuisopname,
2020-12-09,Overleden,45.0
2020-12-10,Totaal,9608.0
2020-12-10,Ziekenhuisopname,
2020-12-10,Overleden,59.0
2020-12-11,Totaal,9930.0
2020-12-11,Ziekenhuisopname,
2020-12-11,Overleden,57.0
2020-12-12,Totaal,9148.0
2020-12-12,Ziekenhuisopname,
2020-12-12,Overleden,61.0
2020-12-13,Totaal,8454.0
2020-12-13,Ziekenhuisopname,
2020-12-13,Overleden,57.0
2020-12-14,Totaal,9274.0
2020-12-14,Ziekenhuisopname,
2020-12-14,Overleden,82.0
2020-12-15,Totaal,11167.0
2020-12-15,Ziekenhuisopname,
2020-12-15,Overleden,79.0
2020-12-16,Totaal,11131.0
2020-12-16,Ziekenhuisopname,
2020-12-16,Overleden,61.0
2020-12-17,Totaal,12489.0
2020-12-17,Ziekenhuisopname,
2020-12-17,Overleden,66.0
2020-12-18,Totaal,11332.0
2020-12-18,Ziekenhuisopname,
2020-12-18,Overleden,62.0
2020-12-19,Totaal,12372.0
2020-12-19,Ziekenhuisopname,
2020-12-19,Overleden,79.0
2020-12-20,Totaal,10231.0
2020-12-20,Ziekenhuisopname,
2020-12-20,Overleden,76.0
2020-12-21,Totaal,9769.0
2020-12-21,Ziekenhuisopname,
2020-12-21,Overleden,82.0
2020-12-22,Totaal,11186.0
2020-12-22,Ziekenhuisopname,
2020-12-22,Overleden,87.0
2020-12-23,Totaal,11458.0
2020-12-23,Ziekenhuisopname,
2020-12-23,Overleden,80.0
2020-12-24,Totaal,11633.0
2020-12-24,Ziekenhuisopname,
2020-12-24,Overleden,93.0
2020-12-25,Totaal,8604.0
2020-12-25,Ziekenhuisopname,
2020-12-25,Overleden,87.0
2020-12-26,Totaal,7485.0
2020-12-26,Ziekenhuisopname,
2020-12-26,Overleden,88.0
2020-12-27,Totaal,6944.0
2020-12-27,Ziekenhuisopname,
2020-12-27,Overleden,97.0
2020-12-28,Totaal,8070.0
2020-12-28,Ziekenhuisopname,
2020-12-28,Overleden,113.0
2020-12-29,Totaal,9740.0
2020-12-29,Ziekenhuisopname,
2020-12-29,Overleden,103.0
2020-12-30,Totaal,9444.0
2020-12-30,Ziekenhuisopname,
2020-12-30,Overleden,72.0
2020-12-31,Totaal,9535.0
2020-12-31,Ziekenhuisopname,
2020-12-31,Overleden,95.0
2021-01-01,Totaal,6562.0
2021-01-01,Ziekenhuisopname,
2021-01-01,Overleden,74.0
2021-01-02,Totaal,6392.0
2021-01-02,Ziekenhuisopname,
2021-01-02,Overleden,84.0
2021-01-03,Totaal,6385.0
2021-01-03,Ziekenhuisopname,
2021-01-03,Overleden,97.0
2021-01-04,Totaal,7255.0
2021-01-04,Ziekenhuisopname,
2021-01-04,Overleden,117.0
2021-01-05,Totaal,8077.0
2021-01-05,Ziekenhuisopname,
2021-01-05,Overleden,78.0
2021-01-06,Totaal,8933.0
2021-01-06,Ziekenhuisopname,
2021-01-06,Overleden,81.0
2021-01-07,Totaal,7855.0
2021-01-07,Ziekenhuisopname,
2021-01-07,Overleden,80.0
2021-01-08,Totaal,7339.0
2021-01-08,Ziekenhuisopname,
2021-01-08,Overleden,93.0
2021-01-09,Totaal,6014.0
2021-01-09,Ziekenhuisopname,
2021-01-09,Overleden,87.0
2021-01-10,Totaal,5014.0
2021-01-10,Ziekenhuisopname,
2021-01-10,Overleden,70.0
2021-01-11,Totaal,5412.0
2021-01-11,Ziekenhuisopname,
2021-01-11,Overleden,69.0
2021-01-12,Totaal,6430.0
2021-01-12,Ziekenhuisopname,
2021-01-12,Overleden,82.0
2021-01-13,Totaal,6062.0
2021-01-13,Ziekenhuisopname,
2021-01-13,Overleden,70.0
2021-01-14,Totaal,5896.0
2021-01-14,Ziekenhuisopname,
2021-01-14,Overleden,68.0
2021-01-15,Totaal,6016.0
2021-01-15,Ziekenhuisopname,
2021-01-15,Overleden,64.0
2021-01-16,Totaal,4941.0
2021-01-16,Ziekenhuisopname,
2021-01-16,Overleden,55.0
2021-01-17,Totaal,4095.0
2021-01-17,Ziekenhuisopname,
2021-01-17,Overleden,38.0
2021-01-18,Totaal,3306.0
2021-01-18,Ziekenhuisopname,
2021-01-18,Overleden,18.0
2021-01-19,Totaal,977.0
2021-01-19,Overleden,0.0
